2001	4	0	0	0	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	2	0	0	0	0
2001	2	0	0	0	0
2001	14	0	1	1	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	0	0	2	0	0
2001	52	0	0	0	0
2001	8	1	0	0	0
2001	0	0	0	0	0
2001	7	0	0	0	0
2001	0	0	0	0	0
2001	2150	0	0	0	0
2001	5	0	0	0	0
2001	2	2	0	0	0
2002	0	0	0	0	0
2002	0	0	0	0	0
2002	0	0	0	0	0
2002	16	0	0	0	0
2002	0	0	0	0	0
2002	1	0	0	0	0
2002	10	1	0	1	1
2002	0	0	0	0	0
2002	0	0	0	0	0
2002	0	0	0	0	0
2002	4	0	0	0	0
2002	0	0	0	0	0
2002	30	7	2	0	0
2002	0	0	0	0	0
2002	3	0	0	0	0
2002	0	0	0	0	0
2002	485	0	0	0	0
2002	1	1	0	0	0
2002	0	1	0	0	1
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	2	0	1	0	0
2003	0	0	0	0	0
2003	1	0	0	0	0
2003	0	0	0	0	0
2003	26	0	0	0	0
2003	6	0	0	0	0
2003	10	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	24	0	0	0	0
2003	4	2	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	1	0	0	0	0
2003	3	0	0	0	0
2004	2	0	0	0	0
2004	0	0	0	0	0
2004	0	0	0	0	0
2004	0	0	0	0	0
2004	9	0	0	0	0
2004	2	0	0	0	0
2004	31	1	0	0	0
2004	0	0	0	0	0
2004	21	0	0	0	0
2004	0	0	0	0	0
2004	14	1	1	0	0
2004	0	0	0	0	0
2004	0	0	0	0	0
2004	0	0	0	0	0
2004	1	0	0	0	0
2004	0	0	0	0	0
2004	0	1	0	0	0
2004	0	0	0	0	0
2004	22	0	0	0	0
2004	0	0	0	0	0
2004	12	1	0	0	0
2005	1	0	0	0	0
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	2	0	0	0	0
2005	0	0	0	0	0
2005	4	0	0	0	0
2005	1	0	0	0	0
2005	19	1	0	0	0
2005	1	0	0	0	0
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	5	1	0	1	0
2005	0	0	0	0	0
2005	35	2	2	0	0
2005	1	0	0	0	0
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	4	7	1	0	0
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	5	0	0	0	0
2005	0	0	0	0	0
2005	8	0	0	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	4	0	0	0	0
2006	0	0	0	0	0
2006	1	0	0	0	0
2006	22	0	0	0	0
2006	0	0	1	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	182	0	0	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	17	3	0	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	14	0	0	0	0
2006	0	0	0	0	0
2006	1	0	0	0	0
2006	35	0	0	0	0
2006	0	0	0	0	0
2006	9	1	0	0	0
2007	3	0	0	0	0
2007	0	0	0	0	0
2007	0	0	0	0	0
2007	0	0	0	0	0
2007	0	0	0	0	0
2007	0	0	0	0	0
2007	1	0	0	0	0
2007	4	0	6	0	0
2007	11	1	0	0	0
2007	1	0	15	0	0
2007	0	0	0	0	0
2007	5	0	0	0	0
2007	1	0	0	0	0
2007	4	0	0	0	0
2007	0	0	0	0	0
2007	25	4	0	0	0
2007	0	0	0	0	0
2007	0	0	0	0	0
2007	0	0	0	0	0
2007	25	0	0	0	0
2007	0	0	0	0	0
2007	34	0	0	0	0
2007	26	1	0	0	1
2007	0	0	0	0	0
2007	7	1	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	73	0	0	0	0
2008	3	0	0	0	0
2008	0	0	0	0	0
2008	36	4	0	0	0
2008	28	0	0	0	0
2008	4	7	5	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	22	1	0	0	0
2008	5	2	0	0	0
2008	42	1	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	37	0	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	28	5	4	1	1
2008	0	0	0	0	0
2008	25	2	1	1	1
2009	1	0	0	0	0
2009	0	0	0	0	0
2009	0	0	0	0	0
2009	0	0	0	0	0
2009	0	0	0	0	0
2009	0	0	0	0	0
2009	11	0	0	0	0
2009	4	0	0	0	0
2009	9	0	0	0	0
2009	4	0	0	0	0
2009	1	1	0	0	0
2009	0	0	0	0	0
2009	4	0	0	0	0
2009	8	0	0	0	0
2009	10	0	0	0	0
2009	57	3	2	1	1
2009	0	0	0	0	0
2009	0	0	0	0	0
2009	33	0	0	0	0
2009	0	0	0	0	0
2009	4	0	0	0	0
2009	25	4	1	0	0
2009	2	0	0	0	0
2009	13	1	0	0	0
2010	14	0	0	0	0
2010	0	0	0	0	0
2010	0	0	0	0	0
2010	0	0	0	0	0
2010	48	23	12	0	0
2010	1	0	0	0	0
2010	10	0	1	1	1
2010	3	0	0	0	1
2010	0	0	0	0	0
2010	0	0	0	0	0
2010	0	0	0	0	0
2010	3131	3	0	0	0
2010	4	0	0	1	0
2010	0	0	1	0	0
2010	75	5	1	0	1
2010	0	0	0	0	0
2010	0	0	0	0	0
2010	14	0	0	0	0
2010	0	0	0	0	0
2010	5	0	0	0	0
2010	5	1	0	0	0
2010	5	0	0	0	0
2010	16	9	1	1	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	3	0	0	0	0
2001	2	0	0	0	0
2001	4	1	0	0	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	0	0	0	0	0
2001	13	0	0	0	0
2001	4	0	0	0	1
2001	0	0	0	0	0
2001	10	0	0	0	0
2001	0	0	0	0	0
2001	205	0	0	0	0
2001	3	0	0	0	0
2001	2	0	0	0	0
2001	0	0	0	0	0
2002	1	0	0	0	0
2002	0	0	0	0	0
2002	1	0	0	0	0
2002	10	0	0	0	0
2002	0	0	0	0	0
2002	3	1	0	2	1
2002	0	0	0	0	0
2002	0	0	0	0	0
2002	0	0	0	0	0
2002	0	0	0	0	0
2002	0	0	0	0	0
2002	16	3	2	0	2
2002	0	0	0	0	0
2002	6	0	0	0	0
2002	0	0	0	0	0
2002	79	0	0	0	0
2002	1	0	0	0	0
2002	0	0	0	0	0
2003	4	2	3	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	2	0	0	0	0
2003	0	0	0	0	0
2003	5	0	0	0	0
2003	1	0	0	0	0
2003	3	1	1	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	6	0	0	1	0
2003	23	3	1	0	0
2003	3	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	0	0	0	0	0
2003	1	0	0	0	0
2003	1	0	0	0	0
2004	1	0	0	0	0
2004	0	0	0	0	0
2004	0	0	0	0	0
2004	0	0	0	0	0
2004	5	0	0	1	0
2004	2	0	0	0	0
2004	5	0	1	0	0
2004	0	0	0	0	0
2004	2	0	0	0	0
2004	0	0	0	0	0
2004	12	1	1	2	1
2004	0	0	0	0	0
2004	0	0	0	0	0
2004	0	0	0	0	0
2004	1	0	0	0	0
2004	0	0	0	0	0
2004	3	0	1	0	0
2004	4	0	0	0	0
2004	0	0	0	0	0
2004	0	0	0	0	0
2005	1	1	0	0	0
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	3	0	0	0	0
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	4	0	0	0	0
2005	1	0	0	0	0
2005	0	0	0	0	0
2005	2	1	0	1	1
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	0	0	0	0	0
2005	2	2	1	0	0
2005	0	0	0	0	0
2005	2	0	0	0	0
2005	0	0	0	0	0
2005	2	0	0	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	16	0	0	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	5	0	0	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	23	0	4	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2006	1	0	0	0	0
2006	11	0	0	0	0
2006	0	0	0	0	0
2006	1	0	0	0	0
2006	1	0	0	0	0
2006	0	0	0	0	0
2006	0	0	0	0	0
2007	1	0	0	0	0
2007	0	0	0	0	0
2007	0	0	0	0	0
2007	0	0	0	0	0
2007	1	0	0	0	0
2007	0	0	0	0	0
2007	1	0	0	0	0
2007	1	0	0	0	0
2007	6	0	0	0	0
2007	0	0	0	0	0
2007	0	0	0	0	0
2007	12	0	0	0	0
2007	0	0	0	0	0
2007	1	0	0	0	0
2007	0	0	0	0	0
2007	34	3	0	0	1
2007	0	0	0	0	0
2007	0	0	0	0	0
2007	0	0	0	0	0
2007	6	0	0	0	0
2007	0	0	0	0	0
2007	0	0	0	0	0
2007	7	0	0	0	0
2007	2	0	0	0	0
2007	0	0	0	0	0
2007	2	0	0	1	0
2008	2	0	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	4	0	0	0	0
2008	58	0	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	10	0	0	0	0
2008	2	2	0	0	0
2008	30	0	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	23	0	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	1	0	0	0	0
2008	0	1	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2008	0	0	0	0	0
2009	1	0	0	0	0
2009	0	0	0	0	0
2009	0	0	0	0	0
2009	0	0	0	0	0
2009	0	0	0	0	0
2009	0	0	0	0	0
2009	43	6	5	4	5
2009	0	0	1	0	0
2009	15	0	0	0	0
2009	0	0	0	0	0
2009	1	0	0	0	0
2009	0	0	0	0	0
2009	4	0	0	0	0
2009	3	0	0	0	0
2009	16	0	0	0	0
2009	21	2	2	1	0
2009	0	0	0	0	0
2009	0	0	0	0	0
2009	6	0	0	0	0
2009	0	0	0	0	0
2009	2	0	1	2	0
2009	2	0	0	0	0
2009	1	0	0	0	0
2010	4	3	3	15	0
2010	0	0	0	0	0
2010	0	0	0	0	0
2010	2	1	0	0	0
2010	0	0	0	0	0
2010	1	0	0	0	0
2010	9	0	0	0	0
2010	0	0	0	0	0
2010	0	0	0	0	0
2010	0	20	0	0	0
2010	461	1	1	1	0
2010	6	0	0	0	0
2010	2	0	0	0	0
2010	13	6	2	0	1
2010	0	0	0	0	0
2010	0	0	0	0	0
2010	10	0	0	0	0
2010	0	0	0	0	0
2010	2	0	0	0	0
2010	9	0	0	0	0
2010	3	0	0	0	0
2010	1	0	0	0	0
